peptide_target	TCGA-EP-A3JL-01A	TCGA-DD-A3A6-01A	TCGA-UB-A7MA-01A	TCGA-BD-A3ER-01A	TCGA-CC-5261-01A	TCGA-K7-A5RF-01A	TCGA-DD-A4NF-01A	TCGA-DD-A11D-01A	TCGA-G3-A7M9-01A	TCGA-DD-A11B-01A	TCGA-ES-A2HS-01A	TCGA-G3-A25W-01A	TCGA-XR-A8TC-01A	TCGA-DD-A39X-01A	TCGA-CC-A8HT-01A	TCGA-FV-A23B-01A	TCGA-G3-A7M7-01A	TCGA-CC-5262-01A	TCGA-G3-A7M8-01A	TCGA-FV-A4ZP-01A	TCGA-DD-A11C-01A	TCGA-DD-A1ED-01A	TCGA-BC-A10R-01A	TCGA-EP-A2KB-01A	TCGA-G3-A5SK-01A	TCGA-ED-A8O5-01A	TCGA-G3-A5SJ-01A	TCGA-DD-A1EC-01A	TCGA-K7-A5RG-01A	TCGA-UB-A7MD-01A	TCGA-CC-A3MC-01A	TCGA-ED-A7PX-01A	TCGA-MR-A8JO-01A	TCGA-BC-A10U-01A	TCGA-DD-A4NP-01A	TCGA-DD-A114-01A	TCGA-RG-A7D4-01A	TCGA-BC-A3KF-01A	TCGA-G3-A25X-01A	TCGA-BD-A2L6-01A	TCGA-DD-A1EF-01A	TCGA-DD-A4NB-01A	TCGA-PD-A5DF-01A	TCGA-MR-A520-01A	TCGA-BC-A110-01A	TCGA-T1-A6J8-01A	TCGA-DD-A1EB-01A	TCGA-FV-A4ZQ-01A	TCGA-CC-A1HT-01A	TCGA-CC-A8HU-01A	TCGA-GJ-A6C0-01A	TCGA-XR-A8TF-01A	TCGA-G3-A25Y-01A	TCGA-CC-A5UE-01A	TCGA-DD-A1EL-01A	TCGA-DD-A73D-01A	TCGA-ED-A7XO-01A	TCGA-CC-A3MB-01A	TCGA-ED-A66Y-01A	TCGA-G3-A7M6-01A	TCGA-BC-A10Q-01A	TCGA-FV-A3R2-01A	TCGA-G3-A3CG-01A	TCGA-HP-A5MZ-01A	TCGA-G3-A3CK-01A	TCGA-DD-A73G-01A	TCGA-DD-A3A3-01A	TCGA-DD-A4NI-01A	TCGA-DD-AA3A-01A	TCGA-DD-A11A-01A	TCGA-CC-A7IG-01A	TCGA-CC-A3MA-01A	TCGA-CC-5258-01A	TCGA-BC-A69I-01A	TCGA-DD-A1EE-01A	TCGA-BC-A3KG-01A	TCGA-BC-A217-01A	TCGA-DD-A4NO-01A	TCGA-DD-A3A8-01A	TCGA-DD-A73C-01A	TCGA-KR-A7K7-01A	TCGA-DD-A73F-01A	TCGA-DD-A118-01A	TCGA-DD-A1E9-01A	TCGA-ES-A2HT-01A	TCGA-FV-A496-01A	TCGA-G3-A7M5-01A	TCGA-UB-A7MF-01A	TCGA-RC-A6M6-01A	TCGA-ED-A82E-01A	TCGA-ED-A66X-01A	TCGA-UB-A7MB-01A	TCGA-ED-A4XI-01A	TCGA-ED-A7XP-01A	TCGA-DD-A4NA-01A	TCGA-DD-A1EH-01A	TCGA-FV-A2QQ-01A	TCGA-CC-A8HS-01A	TCGA-CC-A123-01A	TCGA-BW-A5NO-01A	TCGA-CC-A7IJ-01A	TCGA-UB-A7MC-01A	TCGA-EP-A3RK-01A	TCGA-DD-A4NH-01A	TCGA-NI-A8LF-01A	TCGA-DD-A39Z-01A	TCGA-EP-A2KA-01A	TCGA-WQ-A9G7-01A	TCGA-G3-A3CH-01A	TCGA-DD-A3A9-01A	TCGA-DD-A115-01A	TCGA-GJ-A9DB-01A	TCGA-BC-A10X-01A	TCGA-BC-A216-01A	TCGA-ED-A459-01A	TCGA-BC-4072-01B	TCGA-DD-A1EJ-01A	TCGA-BW-A5NP-01A	TCGA-BC-A10S-01A	TCGA-CC-A8HV-01A	TCGA-DD-A3A7-01A	TCGA-BC-A10Y-01A	TCGA-EP-A2KC-01A	TCGA-BC-A10Z-01A	TCGA-ED-A7PZ-01A	TCGA-DD-A3A1-01A	TCGA-DD-A4NG-01A	TCGA-CC-A5UC-01A	TCGA-EP-A12J-01A	TCGA-ED-A627-01A	TCGA-DD-A116-01A	TCGA-DD-A4NS-01A	TCGA-CC-5263-01A	TCGA-DD-A3A0-01A	TCGA-YA-A8S7-01A	TCGA-CC-A7IL-01A	TCGA-DD-A4NE-01A	TCGA-G3-A25U-01A	TCGA-BW-A5NQ-01A	TCGA-CC-5260-01A	TCGA-ED-A5KG-01A	TCGA-BD-A3EP-01A	TCGA-CC-A7IF-01A	TCGA-CC-A7IK-01A	TCGA-G3-A25Z-01A	TCGA-DD-A39W-01A	TCGA-DD-A4NK-01A	TCGA-DD-A4NR-01A	TCGA-DD-A73B-01A	TCGA-CC-5264-01A	TCGA-BC-A5W4-01A	TCGA-O8-A75V-01A	TCGA-DD-A119-01A	TCGA-BC-A69H-01A	TCGA-DD-A4NJ-01A	TCGA-HP-A5N0-01A	TCGA-BC-A10T-01A	TCGA-ED-A8O6-01A	TCGA-CC-A3M9-01A	TCGA-ED-A7PY-01A	TCGA-G3-A5SL-01A	TCGA-NI-A4U2-01A	TCGA-CC-A7II-01A	TCGA-DD-A3A4-01A	TCGA-EP-A26S-01A	TCGA-G3-A25S-01A	TCGA-G3-A3CI-01A	TCGA-DD-A4NN-01A	TCGA-DD-A39Y-01A	TCGA-LG-A6GG-01A	TCGA-DD-A4NQ-01A	TCGA-DD-A4ND-01A	TCGA-G3-A5SM-01A	TCGA-FV-A2QR-01A	TCGA-DD-A3A5-01A	TCGA-DD-A73E-01A	TCGA-DD-A39V-01A	TCGA-CC-A7IH-01A	TCGA-G3-A25V-01A	TCGA-BC-A8YO-01A	TCGA-FV-A3R3-01A	TCGA-DD-A3A2-01A	TCGA-CC-A5UD-01A	TCGA-BC-A10W-01A
CMYC	-0.19822	0.47369	-0.23698	-0.19875	-0.63967	-0.38508	-0.034515	-0.41453	-0.96536	-0.46129	-0.40746	-0.31051	-0.55865	-0.12059	-0.40842	-0.43229	-0.22902	0.084406	-0.46727	0.0089852	-0.3782	-0.38318	-0.018772	-0.40908	0.015446	-0.47943	-0.38349	-0.37802	0.099575	-0.11108	0.033345	-0.29501	-0.32449	0.12778	-0.11873	-0.85689	-0.14476	-0.21162	-0.56137	-0.22634	-0.56736	-0.10571	-0.44141	-0.12965	-0.45032	-0.26023	-0.16819	-0.44214	-0.23982	-0.43314	0.58826	-0.36058	-0.20473	-0.29901	-0.072668	-0.022125	-0.58187	-0.47089	-0.40341	-0.69443	-0.068838	0.11379	-0.55349	-0.024046	0.061672	-0.45306	0.30563	-0.15094	-0.06079	-0.29188	-0.56341	0.08527	-0.5492	-0.081455	-0.3905	-0.83618	-0.35388	-0.14041	-0.20023	-0.24345	-0.1912	-0.23106	0.48085	-0.3886	-0.39834	-0.14211	-0.22892	-0.50042	-0.51	-0.38371	-0.41366	-0.42622	0.04503	0.070225	-0.43925	-0.64446	-0.062479	-0.60602	-0.37451	-0.7179	-0.84216	-0.25008	0.10387	0.061138	-0.10376	-0.28786	-0.31972	-0.93694	-0.20617	-0.47827	-0.23107	-0.41262	-0.25059	-0.73736	-0.55211	-0.1618	-0.52124	-0.31722	0.62698	-0.89161	-0.037406	-0.43534	-0.17255	-0.35765	-0.055608	0.28935	0.074438	-0.63457	-0.38272	-0.049423	-0.22324	-0.091441	-0.51844	-0.058893	-0.40776	-0.3131	-0.54159	-0.44625	-0.33842	-0.39535	-0.58562	-0.076159	-0.45946	0.26292	-0.044952	-0.16885	-0.19049	-0.6323	-0.082402	-0.36752	-0.2281	-0.25546	-0.14527	-0.43092	-0.6229	-0.39579	-0.14616	-0.49146	-0.78063	-0.49429	-0.18541	0.15526	-0.25537	-0.12421	-0.30614	-0.31726	-0.1572	-0.91587	-0.23936	-0.314	-0.040252	-0.37622	-0.16372	-0.23658	-0.26944	0.12306	-0.052592	-0.44139	-0.22216	-0.52293	-0.0016291	-0.18862	-0.38983	-0.43122
COG3	-0.65022	-1.2034	-1.0229	-0.8109	-0.39426	-0.64352	-0.83423	-0.31773	-0.38651	-0.28607	-0.62569	0.34354	0.52572	-0.38331	-0.62139	-0.50713	-0.44758	-1.0437	-0.85329	-0.3772	-0.50126	-0.83988	-0.48316	-0.22658	-0.90075	-0.15596	-0.72484	0.29677	-0.47812	-0.1399	-0.04542	0.2825	-0.042298	0.019943	-0.86241	0.12896	-0.2304	-0.7317	-0.34601	-0.15869	-0.29647	-0.37728	-0.15552	-0.76511	-0.63421	-1.0596	-0.68766	-0.41463	-1.1071	-0.2321	0.014228	-0.43649	-0.81826	-0.61044	0.24049	-0.15691	-0.35508	-0.56495	-0.34988	-0.40995	-0.83291	-0.69731	-0.58056	-0.44577	-0.52814	0.050294	-0.010939	-0.67342	0.31623	-0.33043	-0.54242	-0.32226	-0.5951	-0.6091	-0.35816	0.12088	0.15965	-0.2745	-0.72373	-0.77926	0.14137	-0.35906	0.34996	-0.22985	-0.15199	-0.43917	-0.68705	-0.2001	0.03046	0.55652	0.008191	-0.36813	-0.47249	0.015367	0.12174	0.23277	-0.4126	-0.19199	-0.34757	-0.046556	-0.21464	-0.31618	-0.27147	-0.7806	-0.81454	-0.38504	-0.39224	0.027189	-0.58839	-0.065328	-0.67133	-0.28119	-0.86759	0.36492	0.06926	-0.62093	0.14907	0.29751	-0.37867	-0.15591	0.59859	-0.36376	-0.24005	-0.62421	-0.35199	-0.18593	-0.32171	-0.05577	-0.49201	-0.8589	-0.77945	-0.33909	-0.80424	-0.51017	-0.38058	-0.21001	-0.41192	-0.65947	0.1161	0.15693	-0.20515	-0.43313	-0.39128	-0.10285	-0.069959	-0.39403	-0.42595	-0.38363	-0.21808	0.19776	-0.53786	-0.3181	-0.19294	0.10225	-0.50952	-0.50817	-0.88563	0.05764	-0.29302	-0.086993	-0.44301	-0.8231	-0.4995	-0.66023	-0.68391	-0.41958	-0.78573	0.19898	-0.16455	-0.56916	-1.1164	-0.80703	-0.38922	-0.7738	-0.67659	-0.98814	-0.22473	-0.16694	-0.70136	-0.28726	-0.2735	-0.86188	0.13952	-0.10301
COLLAGENVI	0.2172	1.5202	0.93602	0.17023	-0.12161	-0.2592	-0.085455	0.029144	0.51076	-0.34502	-0.46231	-0.55674	0.39426	-0.082114	0.052134	-0.37025	-0.40216	-0.10619	-0.32625	0.58162	-0.25205	-0.21904	-0.4367	-0.2372	0.11725	-0.19614	0.26998	0.37946	0.027322	-0.47209	0.37719	0.17164	-0.11139	0.58842	0.071383	0.12039	-0.065746	0.016111	-0.03833	-0.17334	0.32325	0.906	0.18749	-0.041515	0.41387	0.19123	-0.16518	0.13559	1.2696	-0.49105	0.74804	-0.12672	-0.070471	-0.10705	0.29466	-0.03016	0.19665	0.10844	-0.11536	-0.019973	-0.40661	-0.11253	0.0099312	1.0047	0.027736	0.43483	0.41452	-0.10232	0.49054	-0.28186	-0.49776	0.095672	-0.097141	0.0070051	-0.50142	0.3096	-0.40357	0.038521	-0.30779	-0.023637	0.63033	0.36508	0.71864	-0.059349	-0.43539	-0.041279	0.0094317	-0.18348	0.16922	0.56381	0.56327	0.023874	0.13446	0.028091	1.0577	-0.12246	0.12977	-0.089727	-0.40839	-0.31579	0.11154	-0.18792	0.015716	1.925	-0.33383	-0.00028101	-0.32846	0.41323	0.16327	0.14356	-0.42736	0.28143	-0.20455	-0.19112	0.24448	0.36937	-0.14904	-0.16562	1.6394	-0.14892	-0.07439	0.076127	-0.042163	-0.10316	0.082711	0.48922	-0.092972	-0.086887	-0.28436	0.92443	-0.29821	0.34658	0.26853	-0.039109	0.42639	-0.41261	0.11312	-0.29198	-0.20321	-6.0281e-05	0.19742	0.070636	-0.23795	-0.21233	-0.32167	-0.1091	-0.044342	0.75617	-0.025499	-0.27579	-0.049154	-0.096613	-0.17082	-0.060948	0.12001	0.13615	-0.12927	-0.20684	0.21421	0.099835	-0.12818	0.025681	-0.14592	-0.09625	-0.11358	-0.10501	0.18514	0.19452	-0.10829	-0.15954	0.82212	0.21012	0.046397	0.096213	-0.24294	0.12506	0.035451	-0.15058	-0.34191	0.036998	0.22052	-0.26134	-0.12344	-0.29652
COMPLEXIISUBUNIT30																																																																																																																																																																																								
Connexin-43	-2.040092	-1.612547	-2.394225	-2.213162	-1.909248	-2.604349	-1.680234	-2.082135	-1.364567	-2.722134	-2.118176	-2.256708	-2.768073	-2.466567	-3.083502	-1.510108	-2.241439	-2.538555	-2.224499	-2.335108	-1.982032	-2.352963	-2.382497	-2.062274	-2.667413	-1.13249	-2.08835	-1.887119	-2.484603	-1.672235	-2.042381	-2.018785	0.3085857	-1.612719	-2.442763	-2.423817	-2.603081	-1.517036	-1.571539	-1.796918	-1.844333	-1.864574	-2.359942	-2.409052	-2.121583	-2.39318	-1.796041	-2.663924	-3.723694	-2.322539	-2.307602	-2.083451	-2.126112	-2.122295	-2.122833	-2.654729	-2.078313	-1.704917	-1.69113	-2.203502	-2.722489	-2.255127	-2.297637	-1.985406	-2.21635	-1.456791	-2.24939	-2.596273	-3.064212	-2.057827	-1.677385	-1.957656	-2.089728	-2.17423	-2.328394	-1.479372	-2.823934	-2.458302	-2.038267	-2.563987	-2.560804	-2.870621	-2.039984	-2.216058	-2.36314	-2.32479	-2.49658	-2.259895	-1.837151	-2.283648	-1.605157	-2.034138	-2.581097	-2.862409	-0.881041	-1.485573	-2.193295	-1.343104	-1.787988	-2.270583	0.6185378	-2.536917	-2.272274	-1.98172	-2.145459	-2.053895	-2.37156	-2.44824	-1.888081	-1.996383	-2.24484	-2.656039	-2.192385	-2.051217	-2.231755	-0.3968183	-2.373375	-2.121682	-2.216818	-2.306609	-2.569068	-1.781415	-2.420577	-2.442862	-1.177487	-2.578133	-1.963008	-1.235745	-1.981554	-2.334323	-1.99546	-2.009741	-2.418798	-2.512874	-1.007153	-2.268194	-2.145652	-2.485607	-2.201549	-2.146718	-1.820259	-1.845414	-2.397704	-2.192375	-2.314732	-2.428004	-2.491328	-2.041201	-2.80894	-1.470906	-2.549841	-2.567388	-2.604864	-1.30556	-1.969929	-1.898873	-1.949283	-1.756976	0.5312136	-2.138324	-1.836817	-1.921146	-1.061646	-2.829213	-2.130684	-2.270604	-2.029956	-2.077402	-1.979312	-2.388841	-2.076451	-2.224874	-2.27258	-1.90475	-1.932147	-2.380917	-2.729375	-2.55901	-2.250987	-2.082312	-2.52274	-2.63029	-2.268305	-1.723286
Coup-TFII	-0.9083327	-0.3448878	-0.3523059	-0.7448779	-0.30448	-0.8830438	-0.7163755	-1.051214	-0.6240378	-0.8601841	-0.7589466	-0.8781811	-0.6002419	-0.7443492	-0.6107878	-0.6529711	-0.7839983	-0.6225202	-0.5679742	-0.7934947	-0.9692925	-0.7138779	-0.6512194	-0.9803953	-0.9440758	-0.4149597	-0.542867	-0.4588265	-0.8371921	-0.8290187	-0.8095821	-0.56772	-0.5707472	-1.484803	-0.9978907	-0.637437	-0.9384336	-0.7734847	-0.5324655	-0.7502293	-0.5888121	-0.7319831	-0.8473787	-0.7375082	-0.4454473	-0.6027884	-1.075193	0.06402567	-0.4470699	-0.7633908	-1.143875	-0.6983557	-0.6179068	-0.9888828	-1.278637	-1.143924	-0.3991871	-0.5910036	-0.4458509	-0.4364614	-0.820358	-0.9882815	-0.8216698	-1.034355	-0.7076785	-0.3884155	-1.02875	-0.9932294	-0.199368	-1.061756	-0.594297	-0.4656675	-0.6644092	-0.9343089	-1.032749	-0.2204226	-0.3846621	-1.064104	-1.019173	-0.7308208	-0.5927912	-0.4492573	-1.129233	-0.1658366	-0.836905	-1.092744	-0.977001	-0.6690983	-1.119906	-0.4877037	-0.4458465	-0.5121534	-0.6137381	-1.200802	-0.5016397	-0.2782755	-0.7153186	-0.3354315	-0.5625381	-0.5669131	-0.6790881	-0.9077443	-0.9615354	-0.6023845	-0.5143046	-0.8046015	-0.690332	-0.7101406	-0.7534619	0.4162165	-0.7217882	-0.5995639	-0.5855346	-0.4720685	-1.047158	-0.6405448	-0.5928602	-0.2986885	-0.4047326	0.8259106	-0.9235733	-0.734445	-0.9585322	-1.00658	-0.6082977	-0.2525536	-1.07095	-0.6685702	-0.5826895	-0.9775943	-0.5898171	-0.7623368	-0.2966862	-0.6811625	-0.6808235	-1.134078	-0.4638109	-0.7302436	-0.8400414	0.3041037	-0.4213649	-0.350562	-0.6913205	-0.949706	-1.003493	-0.7019275	-0.9806576	-0.8467492	-1.147249	-0.7440385	-0.9655024	-0.8446747	-0.7474808	-0.8329947	-0.5104009	-0.9905699	-0.6938513	-0.8892189	-0.1463309	-0.4678186	-0.7803532	-1.077209	-0.287763	-1.115591	-0.9847217	-0.9240453	-0.6251676	-0.4338839	-0.8168025	-1.145832	-0.8793434	-0.6867927	-1.01353	-0.9961073	-1.047218	-0.4784654	-0.7241897	-0.7420689	-0.8557898	-0.5349846	-0.8396012	-1.13868	-0.4915294	-0.7470089
Cox-IV	0.7118788	0.6314011	0.03577306	0.4021991	-0.2429198	0.06693755	0.4409965	-0.3095127	-0.03379474	0.1629574	-0.1248369	-0.1013684	0.5655897	0.2454277	0.8216986	0.6497904	0.3957247	0.6101701	0.7671072	0.3524312	-0.3414755	-0.4629997	-0.006171482	-0.05769829	0.9483818	0.01298664	0.5784723	0.4673981	-0.08889951	0.2026144	-0.001985337	0.524733	0.8903107	0.3293052	0.1071738	-0.2064313	0.2812251	0.3634106	0.004585055	0.3288587	-0.5326088	0.229434	0.3150699	0.501545	-0.1784571	0.06050829	-0.3345642	-0.4631735	0.4158553	0.02961712	0.3031966	0.5002831	-0.001769809	-0.08199476	0.09798345	0.6366964	0.7812599	0.284245	0.03577306	-0.3051962	0.2894909	0.1082367	0.1181902	0.7360762	-0.2243611	0.5036795	0.6117134	0.9385234	-0.1143999	0.3928246	-0.3694167	-0.2245599	-0.256278	0.1416677	0.3763969	-0.4662298	-0.5119114	-0.06666248	-0.2543048	-0.01626215	0.4971889	-0.1907936	1.215818	0.009503821	0.1205943	0.5143613	-0.7435665	0.5149081	-0.07963677	0.4663266	0.001324663	-0.2277205	0.03428366	0.6827949	0.4156196	-0.5159996	-0.1215031	-0.5105212	-0.122434	0.3522117	-0.6715374	-0.3220481	0.1977901	0.8394385	-0.01913735	-0.3138152	0.2237334	0.5083833	0.6362501	0.106365	-0.01152925	0.01110821	-0.3548252	0.7345114	0.2582939	0.4161697	-0.3643696	0.0854707	-0.9794537	-0.1902352	0.4245223	-0.04700829	0.09559023	0.8733573	0.6699743	-0.1122156	0.5171082	0.287832	0.5720807	0.6572986	-0.1017449	-0.07800614	-0.02400202	-0.550795	0.3696285	0.2328818	0.5653084	0.5228338	-0.1785399	-0.5237184	-0.1707333	0.01435209	0.5002133	0.5112709	-0.3209145	-0.3630706	0.1290085	-0.09488988	1.054574	-0.6722861	0.5036343	0.4896841	0.2301128	0.1777298	0.1096607	0.1712968	-0.1360445	0.3881172	-0.2844835	-0.3267726	0.3282551	0.9752524	-0.2068451	1.025028	-0.4734165	-0.09431874	-0.103238	0.2993456	0.1428219	-0.1938333	0.4813439	-0.865823	0.2425816	0.02893452	0.00309519	0.4443633	0.5766313	0.4037464	-0.0224595	-0.221428	0.5194501	1.227886	0.1020232	0.07337412
Cox2	-0.2524265	-0.1813814	0.9490576	0.172497	-0.1428299	-0.1243984	0.1954756	-0.07358633	0.1187151	-0.2498911	0.2208311	0.04054121	-0.2787242	0.04637871	0.02817334	-0.2861894	0.002688282	-0.0423993	-0.1812628	0.3435625	-0.0651913	-0.2531996	-0.06255359	-0.2732249	0.04684647	-0.02998062	1.410291	0.04948325	-0.3035275	-0.1911342	0.1735788	-0.09047311	0.104392	0.1883188	-0.04473723	-0.02787335	-0.04252903	0.3684331	0.1212687	-0.04136792	-0.110634	-0.1223651	0.1334439	-0.1760454	-0.2778	-0.1588824	-0.3521786	0.4063368	0.3144484	0.1112887	0.2444784	-0.2102418	-0.1852631	0.8138451	-0.2112357	-0.0322798	-0.2207666	-0.1729804	0.1679162	0.05316535	-0.2301147	0.1739226	-0.08598846	-0.00790338	-0.1065769	-0.00650172	-0.0954935	-0.2552053	-0.1278194	0.2749332	-0.03597047	-0.2291401	0.02484916	-0.2540729	0.2209151	-0.3476167	-0.1511521	0.3219038	-0.09196103	-0.1197057	0.05771581	0.1663497	-0.05339816	-0.3021404	-0.1400964	-0.07837604	0.2206049	-0.1875841	-0.2938642	0.1189855	0.01653295	0.7331187	-0.08734075	0.1334946	0.1374614	-0.02836503	0.009297693	-0.2252464	-0.2805723	0.1792753	-0.05938207	-0.2408768	-0.5115498	0.00381016	0.2809284	-0.1394318	-0.1505039	-0.1052136	0.01895034	0.3761107	0.1684459	0.01729302	-0.3202505	-0.06464475	-0.1037821	-0.007555344	-0.09774778	0.1681696	0.7352263	0.6876309	-0.03884409	0.2056901	-0.2291564	0.7662387	0.04445159	0.2911664	-0.1054784	-0.2471253	-0.4660225	0.2200471	0.1287277	-0.00459635	0.05239129	-0.1844467	0.1473161	0.3070976	1.013551	0.00412505	-0.03664099	0.1501503	-0.3547174	-0.1705062	-0.3485638	-0.06316849	-0.01768055	-0.1868527	-0.03643239	0.1106013	-0.03889481	-0.1341357	0.3298086	-0.2946812	-0.222288	0.05796326	0.2492466	0.3335214	0.6444085	-0.126089	-0.2097956	0.3337242	-0.1413019	-0.03527614	-0.1099013	-0.2209136	-0.239868	-0.07618401	-0.2070522	-0.03941809	-0.08411778	0.05189638	0.2375029	-0.2096388	0.1521959	-0.01428869	-0.2073846	0.1545114	0.3313352	-0.3641271	-0.1894729	0.1040148	-0.168292	-0.2326609	-0.1491626	0.216762
CRAF	-0.411	-0.25264	-0.078656	-0.52345	0.054308	-0.39373	-0.49385	-0.23544	0.2492	-0.10035	-0.13959	-0.02103	-0.18797	-0.20827	-0.22372	-0.31352	-0.49919	-0.42316	-0.58467	0.12123	-0.27023	-0.58488	-0.21629	0.038277	-0.41133	0.35468	-0.27533	0.084533	-0.26499	-0.42058	-0.046823	-0.14915	-0.34551	0.066831	-0.51362	0.00078455	-0.30433	-0.51684	0.031543	0.21485	-0.080485	-0.37665	-0.23795	-0.34659	-0.25562	-0.51638	-0.1963	-0.23514	-0.10173	0.10938	0.27142	-0.32687	-0.46014	-0.11717	-0.22629	-0.34993	0.03866	-0.234	0.0065196	-0.38264	-0.51267	-0.23268	-0.25092	-0.20064	-0.47064	0.14681	-0.0027053	-0.37237	0.073876	-0.21924	-0.011309	-0.37497	-0.091727	-0.47962	-0.43425	0.39961	0.17123	-0.35405	-0.44324	-0.21328	-0.068591	-0.096308	0.70434	-0.37252	-0.37847	-0.16067	-0.41611	-0.2316	0.062538	-0.14126	0.093157	0.25088	0.053515	-0.091067	0.11371	0.19418	-0.33043	0.38209	-0.048719	0.38892	0.58489	-0.24105	-0.32245	0.043668	-0.3323	-0.47978	-0.001331	0.21881	-0.13656	-0.066479	-0.20696	-0.023571	-0.68508	0.34777	0.2332	-0.50183	0.12373	0.19053	0.1392	0.7326	-0.072365	-0.16704	-0.35907	-0.13949	-0.18345	0.083556	-0.43316	0.27095	-0.35221	0.14528	-0.20347	-0.3002	-0.1218	-0.22321	0.067016	-0.41308	0.22056	-0.091462	0.14322	0.25623	-0.11404	-0.4184	-0.17429	-0.29096	-0.37977	-0.23202	-0.085587	0.043391	0.095385	0.1262	-0.12164	-0.42132	-0.30367	0.1633	-0.036946	-0.26607	-0.50298	0.50824	0.4144	0.16275	-0.40543	-0.4537	-0.23497	-0.44744	-0.4761	-0.42137	-0.58952	0.39114	0.40274	-0.2898	-0.090765	-0.42844	-0.33662	-0.090093	-0.20533	-0.46354	-0.40844	-0.25641	-0.50501	-0.026286	-0.31909	-0.36264	0.12191	0.1527
CRAF_pS338	0.15514	0.63083	0.30329	0.13301	0.052416	0.25277	0.25044	-0.016213	0.11418	0.12123	0.15371	0.10003	0.0087087	0.25409	0.17819	0.18296	0.1301	0.10149	0.23454	0.082652	0.11642	0.26306	0.14002	-0.06715	0.21335	0.095285	0.20797	-0.019184	0.26356	0.22959	0.27149	-0.43351	0.12353	0.00028182	0.3683	-0.24471	0.065167	0.23929	0.0033543	0.03566	0.050144	0.41037	-0.05161	0.26537	0.23553	0.23994	0.026429	0.18947	0.47415	0.16629	0.2288	0.03048	0.19969	0.037856	0.046391	0.22127	0.087476	0.12818	0.054241	0.038895	0.15115	0.3159	0.071113	0.093257	0.27991	0.26287	0.28868	0.28231	0.25841	0.090007	0.00096801	0.16267	0.075913	0.11408	0.14369	0.083648	0.023928	0.18955	0.22835	0.17763	0.16784	0.24028	0.18142	0.13663	0.081939	0.31054	0.10958	0.099839	0.12891	-0.014668	0.15432	0.1329	0.18802	0.18692	0.17622	0.062224	0.20298	0.12951	-0.00091896	0.046639	-0.0021806	0.081839	0.099864	0.31642	0.16906	0.14579	0.11491	0.21536	0.16409	0.15319	0.10763	0.049717	0.15523	0.1083	0.28157	0.057493	0.090995	0.059034	0.54742	0.13494	0.22637	0.069036	0.11492	0.11172	0.019241	0.19509	0.12258	0.059508	0.13816	0.42704	0.07224	0.19131	0.0039774	0.049424	0.34919	-0.056022	0.18995	0.01842	0.068699	-0.096427	0.10611	0.27015	0.13315	0.11708	0.10672	0.086661	0.22517	0.10243	0.13968	-0.077261	0.069167	0.082593	0.093827	0.13578	0.182	0.21607	0.12261	0.093829	0.42348	-0.026482	0.23923	0.10113	0.023619	0.26089	0.21522	0.13649	0.37478	0.31741	0.11413	0.209	0.19095	0.25087	0.16275	0.082368	0.14893	0.14665	0.10621	0.058139	0.12264	-0.030307	0.21761	0.2637	0.048245	0.13391
